category,subcategory,name,description,url,price,image
Office,Office,RULER,"Made from standard FR4 dielectric with an ENIG plating finish, this ruler is designed to be an engineer's best friend

Some features include:

RLCs (Resistors, Inductors and Capacitors), Mosfets and Crystals
Formula quick guide
Footprints for some advanced packages, including memories and some ICs

All bulk orders must be charged through a cost center and submitted via a Purchase Requisition (PR) through Coupa or NVIDIA IBR. ",https://gear.nvidia.com/Ruler-P309.aspx,4,https://gear.nvidia.com/GetImage.ashx?Path=%7e%2fAssets%2fProductImages%2fNVC0-0101-BLK.jpg&maintainAspectRatio=true&width=800
Office,Office,TROIKA CONSTRUCTION PEN,"Multifunction black gold brass ballpoint pen.

Product Details:

4 different metric ratios (1:20, 1:50, 1:100, 1:1 inch)
Phillips and slotted screwdriver
Stylus",https://gear.nvidia.com/Troika-Construction-Pen-P630.aspx,25,https://gear.nvidia.com/GetImage.ashx?Path=%7e%2fAssets%2fProductImages%2fNV00-0502-BLK_Full.jpg&maintainAspectRatio=true&width=800
Office,Office,PRODIR® PATTERN PEN,"A fascinating triangular structure characterizes the casing surface of this pen. The pattern is introduced in the injection moulding into the surface of the casing and is an authentic part of the writing instrument. The smooth, minimalistic clip is located above the casing and, in combination with the three-dimensional surface, strongly draws attention to the logo.",https://gear.nvidia.com/Prodir-Pattern-Pen-P295.aspx,4.5,https://gear.nvidia.com/GetImage.ashx?Path=%7e%2fAssets%2fNV00-0161-BLK.jpg&maintainAspectRatio=true&width=800
Office,Office,INTENSITY CLIC GEL PEN,With an automatic clip-retracting mechanism and an ultra-smooth gel roller the BIC® Intensity® Clic™ Gel is a modern take on the retractable pen.,https://gear.nvidia.com/Intensity-Clic-Gel-Pen--P409.aspx,2.5,https://gear.nvidia.com/GetImage.ashx?Path=%7e%2fAssets%2fProductImages%2fNV00-0278-BLK_Full.jpg&maintainAspectRatio=true&width=800
Office,Office,COMPUTER CARE KIT,"Whether you want to show off some cool laptop stickers, clean your electronics in style or cover your webcam, this is the kit for you!

This Computer Care Kit contains:

Razor Webcam Cover
Screen cleaner 
5-piece sticker set (Features 2 new sheet designs and 3 NVIDIA stickers)
Size: 7"" x 9""",https://gear.nvidia.com/Computer-Care-Kit-P423.aspx,12,https://gear.nvidia.com/GetImage.ashx?Path=%7e%2fAssets%2fProductImages%2fNV00-KIT1_Full.jpg&maintainAspectRatio=true&width=800
Bags,Bags,TIMBUK2 VAPOR BACKPACK TOTE - GRAPHITE,"New Color - Graphite
Timbuk2 Vapor Backpack Tote. 
 
Product Details:
Constructed with 100% recycled nylon and polyester made from pre- and post-consumer materials waste.
Padded laptop sleeve fits most 15"" laptops
Tuck the tote straps when wearing as a backpack or tuck the shoulder straps when carrying as a tote
Napoleon pocket with key keeper",https://gear.nvidia.com/Timbuk2-Vapor-Backpack-Tote-Graphite-P779.aspx,129,https://gear.nvidia.com/GetImage.ashx?Path=%7e%2fAssets%2fProductImages%2fNV00-0550-GRP-Front_Full.jpg&maintainAspectRatio=true&width=800
Bags,Bags,NVIDIA HEX SLING BAG - GRAY,"Product Details: 

Dimensions: (H x W x D): 5.5"" x 10"" x 2.5""
Recycled ECco Cordura exterior fabric
Anti-microbial technology to repel bacteria, mold and fungus
Durable water-resistant shell
Front zippered pocket
Back panel zippered pocket
Interior mesh pocket
Padded back panel
Side compression straps
Woven cord zipper pulls",https://gear.nvidia.com/NVIDIA-Hex-Sling-Bag-Gray-P740.aspx,55,https://gear.nvidia.com/GetImage.ashx?Path=%7e%2fAssets%2fProductImages%2fNV00-0566-GRY-Front_Full.jpg&maintainAspectRatio=true&width=800
Bags,Bags,IGLOO COAST COOLER,"The Igloo Seadrift Cooler collection features MaxCold® insulation more foam to keep drinks and food cooler longer and a classic colorblock design.  

Features MaxCold® insulation with 25% more foam to keep drinks and food cooler longer
Dual zippered opening to large main compartment
Dual side pockets for water bottles and other belongings
Top hatch for easy, quick access to main compartment
Deep, gusseted front zippered pocket for additional storage
Comfortable, rubberized dual carry handles secure together effortlessly
Adjustable, removable shoulder strap with shoulder pad
PEVA heat-sealed lining
PVC and Phthalate free
36 can capacity",https://gear.nvidia.com/Igloo-Coast-Cooler-P710.aspx,95,https://gear.nvidia.com/GetImage.ashx?Path=%7e%2fAssets%2fProductImages%2fNV00-0580-WHG-Front_Full.jpg&maintainAspectRatio=true&width=800
Bags,Bags,OGIO CATALYST DUFFEL - BLACK,"Made for the gym or a weekend trip, this modern duffel has ample room to store and organize everything you need.  Easy to carry using the padded carrying handles or the detachable, adjustable shoulder strap.  

Product Details:

600D rhombus poly/600D poly
Large main compartment with U-shaped opening
Side compartment with large mesh window for ventilation
Front zippered pocket
Durable, water-resistant bottom
Dimensions: 10.5""h x 20""w x 10.5""d",https://gear.nvidia.com/Ogio-Catalyst-Duffel-Black-P714.aspx,50,https://gear.nvidia.com/GetImage.ashx?Path=%7e%2fAssets%2fProductImages%2fNV00-0581.jpg&maintainAspectRatio=true&width=800
Bags,Bags,TIMBUK2 LAPTOP SLEEVE - 2 SIZES,"A protective case with contemporary styling, this accessory begs to be carried in your hand, but will agree to sit inside a bag, for a moment. Sized to fit a laptop, cords, phone, it carries and protects everything you really need.  Easily stows inside a bag or can be used independently with the wrist strap. Eco Black

Product Details:

Lots of stretchy pockets and internal webbing to maximize organization
Extra padding inside to protect all your contents
100% recycled nylon from pre-consumer material
 

Available in 2 Sizes:

Fits up to most 13"" laptops:  14.2"" W x 10.6"" H x .984"" D (L)

Fits up to most 16"" laptops:  15.2"" W x 11.6"" H x .984"" D (XL)",https://gear.nvidia.com/Timbuk2-Laptop-Sleeve-2-Sizes-P713.aspx,55,https://gear.nvidia.com/GetImage.ashx?Path=%7e%2fAssets%2fProductImages%2fNV00-0579-EBK-Front_Full.jpg&maintainAspectRatio=true&width=800
Bags,Bags,TIMBUK2 PARKSIDE BACKPACK 2.0,"The Parkside is loaded with useful organization and well-suited for anyone, from campus to the boardroom. Multiple front pockets are great for storing a tablet and headphones, to charging cables, keys and a phone. Perfect for stowing away your lunch and a light jacket, the interior compartment is roomy and includes a slip pocket for a laptop. Designed to be a workhorse, pack it full with everything you need to get through your day.

Product Details: 

Front zippered organization zone with iPad slip pocket
Large main compartment fits books, lunch, and a light jacket
Elasticized external side pocket for water bottle or U-lock
Padded back panel and straps for maximum comfort
100% recycled nylon from pre-consumer materials
Fits 15"" laptop",https://gear.nvidia.com/Timbuk2-Parkside-Backpack-20-P684.aspx,99,https://gear.nvidia.com/GetImage.ashx?Path=%7e%2fAssets%2fProductImages%2fNV00-0549-EBK-Front_Full.jpg&maintainAspectRatio=true&width=800
Bags,Bags,VICTORINOX LAPTOP WOMEN'S TOTE,"16"" Women's Laptop Tote 
Padded 15.6"" laptop compartment and dedicated 10"" tablet pocket
Essentials organizer with anti-scratch lining
Feet protect the bottom of the bag
Interior zippered pocket
Removable adjustable shoulder strap
Rear pocket unzips to become a Pass-Thru trolley sleeve to slide over the handle of wheeled luggage for easy travel",https://gear.nvidia.com/Victorinox-Laptop-Womens-Tote--P663.aspx,140,https://gear.nvidia.com/GetImage.ashx?Path=%7e%2fAssets%2fProductImages%2fNV00-0539-BLK-Front_Full.jpg&maintainAspectRatio=true&width=800
Bags,Bags,TOPO ROVER TECH PACK,"An exterior front pocket and top flap pocket give quick access to smaller items
External padded laptop sleeve fits most 15"" laptops
Large internal sleeve can be used for notebooks, a laptop or other gear
Expandable side pockets hold your water bottle in place",https://gear.nvidia.com/Topo-Rover-Tech-Pack-P626.aspx,129,https://gear.nvidia.com/GetImage.ashx?Path=%7e%2fAssets%2fProductImages%2fNV00-0498-BLK-1_Full.jpg&maintainAspectRatio=true&width=800
Bags,Bags,TIMBUK2 COPILOT ROLLER LUGGAGE,"The Copilot is lightweight and easy to pack. Its sleek new styling works downtown or way way out of town and its bike-inspired handle system and broad-base skateboard wheels yield a smooth roll. Its clamshell structure makes it easy to pack and repack, while always providing the opportunity to quarantine things as needed. The Copilot features multiple reinforced grab straps for an easy heave-ho into overhead bins, and its expandable top stash pocket is designed for easy access in said bins. Light, organized, and subtly chic, the Copilot is ready to board.
 
 Product Details:
52 L 
Expandable top compartment for quarantining shoes and toiletries
Padded front zippered pocket fits up to 13"" MacBook or iPad
Internal mesh divider keeps items separate and organized",https://gear.nvidia.com/Timbuk2-Copilot-Roller-Luggage-P536.aspx,225,https://gear.nvidia.com/GetImage.ashx?Path=%7e%2fAssets%2fProductImages%2fNV00-0437-BLK_Full.jpg&maintainAspectRatio=true&width=800
Bags,Bags,TOTE BAG,"Cotton canvas tote bag.

Product Details:

15"" W x 16"" H",https://gear.nvidia.com/Tote-Bag-P545.aspx,9,https://gear.nvidia.com/GetImage.ashx?Path=%7e%2fAssets%2fProductImages%2fNV00-0439-BLK_Full.jpg&maintainAspectRatio=true&width=800
Bags,Bags,OGIO® STRATAGEM BACKPACK,"Materials: 600D Oxford polyester, 420D dobby polyester
Padded fleece-lined interior laptop compartment fits most 17"" laptops
Integrated foam panels keep your electronics and other valuables protected
Padded tablet/e-reader sleeve
Large main compartment for books, binders and files
Padded back panel with moisture-wicking air mesh
Dual side water bottle/accessory holders
Easy access front stash pocket",https://gear.nvidia.com/Ogio-Stratagem-Backpack-P229.aspx,100,https://gear.nvidia.com/GetImage.ashx?Path=%7e%2fAssets%2fNV00-0150.jpg&maintainAspectRatio=true&width=800
Bags,Bags,GIFT BAG,"Premium weight matte laminated medium gift bag with green handles and cardboard bottom insert. Green tissue paper included. 

Product Details:
Medium: 13x5x10
Large: 16x6x12",https://gear.nvidia.com/Gift-Bag--P380.aspx,2.1,https://gear.nvidia.com/GetImage.ashx?Path=%7e%2fAssets%2fProductImages%2fNV00-0244_GROUP_new.jpg&maintainAspectRatio=true&width=800
Apparel,Womens,WOMEN'S BEYOND YOGA REFOCUS TANK,"Beyond Yoga Spacedye Refocus tank is a flattering fit for all shapes.  Cropped active tank with built-in bra. The right length to pair over your high waisted leggings.  Reflective NVIDIA logo on right side hem. 

Product Details:

High scooped neckline 
Slim racerback design
87% polyester/13% elastane",https://gear.nvidia.com/Womens-Beyond-Yoga-Refocus-Tank-P773.aspx,70,https://gear.nvidia.com/GetImage.ashx?Path=%7e%2fAssets%2fProductImages%2fNV00-0641-WHT-Front_Full.jpg&maintainAspectRatio=true&width=800
Apparel,Womens,WOMEN'S BEYOND YOGA MOVEMENT SKIRT,"Beyond Yoga Spacedye lined Movement skirt has comfortable built-in shorts.  Made with the classic A-line flare and curved hem at bottom.  Super comfortable and flattering active skirt.  Reflective NVIDIA logo on hem.  

Product Details:

3"" waistband sits at natural waist
15 in. length
87% polyester/13% elastane",https://gear.nvidia.com/Womens-Beyond-Yoga-Movement-Skirt-P772.aspx,88,https://gear.nvidia.com/GetImage.ashx?Path=%7e%2fAssets%2fProductImages%2fNV00-0642-WHT-Front_Full.jpg&maintainAspectRatio=true&width=800
Apparel,Womens,WOMEN'S BEYOND YOGA IN-STRIDE PULLOVER - BLACK,"Ultra-light, breezy workout zip front pullover made of our new airy performance fabric. Featuring a front kangaroo pocket and elastic waist for the perfect fit. This woven active fabric features an ultra light feel, enabling the versatility for both being active or kicking back. Reflective NVIDIA logo on back of collar.  

Product Details:

Half zip front
Elasticated cuffs and hemband
Classic length
86% Recycled Polyester/14% Spandex",https://gear.nvidia.com/Womens-Beyond-Yoga-In-Stride-Pullover-Black-P769.aspx,128,https://gear.nvidia.com/GetImage.ashx?Path=%7e%2fAssets%2fProductImages%2fNV00-0640-BLK_Full.jpg&maintainAspectRatio=true&width=800
Apparel,Womens,WOMEN'S V-NECK TEE,"Bella + Canvas women's v-neck t-shirt with logo embroidered.

Product Details:

4.2 oz, 100& combed and ringspun cotton
Relaxed fit
Sideseamed
Pre-shrunk",https://gear.nvidia.com/Womens-V-Neck-Tee-P760.aspx,22,https://gear.nvidia.com/GetImage.ashx?Path=%7e%2fAssets%2fProductImages%2fNV00-0637-0638-Group_Full.jpg&maintainAspectRatio=true&width=800
Apparel,Womens,MARINE LAYER CORBET FULL ZIP VEST WOMEN'S,"We took the (dare we say) famous Corbet fabric and put it in a full zip vest silhouette!

Product Details:

68% Polyester, 16% Cotton, 16% Rayon
Signature Corbet Quilted Fabric
Standard fit
Wash cold, dry low
Made responsibly in China",https://gear.nvidia.com/Marine-Layer-Corbet-Full-Zip-Vest-Womens-P688.aspx,119,https://gear.nvidia.com/GetImage.ashx?Path=%7e%2fAssets%2fProductImages%2fNV00-0562-BLK_Full.jpg&maintainAspectRatio=true&width=800
Apparel,Womens,WOMEN'S BEYOND YOGA SPACEDYE RACERBACK CROPPED TANK,"This Beyond Yoga tank is made from performance fabric featuring UPF 50+ protection, built-in bra offering medium support, soft straps that never dig in, and racerback design to balance athleticism with effortlessness.  Reflective NVIDIA logo on back 

Color: Darkest Night
Skinny racerback with keyhole
Self shelf bra
Cropped length
Reflective NVIDIA logo on back",https://gear.nvidia.com/Womens-Beyond-Yoga-Spacedye-Racerback-Cropped-Tank-P736.aspx,60,https://gear.nvidia.com/GetImage.ashx?Path=%7e%2fAssets%2fProductImages%2fNV00-0567-DNT_Full.jpg&maintainAspectRatio=true&width=800
Apparel,Womens,WOMEN'S LOGO TEE,"Women's relaxed fit t-shirt.

Product details:

Relaxed fit
Tear-away label
Side seamed
4.2-ounce, 100% Airlume combed and ring spun cotton",https://gear.nvidia.com/Womens-Logo-Tee-P728.aspx,22,https://gear.nvidia.com/GetImage.ashx?Path=%7e%2fAssets%2fProductImages%2fNV00-0599-0602-Group_Full.jpg&maintainAspectRatio=true&width=800
Apparel,Womens,WOMEN'S FLEECE CROPPED CREW,"District women's perfect weight fleece.  Cropped with crewneck in premium 8.26-ounce weight. Heathered Loganberry with NVIDIA logo embroidered on front and woven patch along bottom hem.  

Product Details:

65/35 combed ring spun cotton/poly blend 
Drop shoulder
Twill back neck tape
2x1 rib knit neck, cuffs and hem",https://gear.nvidia.com/Womens-Fleece-Cropped-Crew-P721.aspx,35,https://gear.nvidia.com/GetImage.ashx?Path=%7e%2fAssets%2fProductImages%2fNV00-0590-LBY-Front_Full.jpg&maintainAspectRatio=true&width=800
Apparel,Womens,NORTH FACE WOMEN'S TREKKER JACKET,"Designed with baffles contoured to fit your body, this streamlined jacket offers lightweight, highly compressible synthetic insulation.  
The Trekker jacket will keep you warmer regardless of the conditions.
 
 Product Details:
15D 33 g/m2 100% nylon with durable water-repellent (DWR) finish
Partially constructed from recycled fabrications
Interior left chest zippered pocket
Interior elastic cuffs
Secure-zip hand pockets
Stows in left hand pocket
Hem cinch-cord",https://gear.nvidia.com/North-Face-Womens-Trekker-Jacket-P651.aspx,229,https://gear.nvidia.com/GetImage.ashx?Path=%7e%2fAssets%2fProductImages%2fNV00-0515-Group_Full.jpg&maintainAspectRatio=true&width=800
Apparel,Womens,FLUX BONDED JACKET WOMEN'S LIGHT HEATHER,"Take performance to the next level with this 2.0 Fleece Jacket. The modern fit and sleek look make this the ideal jacket for all. 

Product Details:

100% polyester microfleece
Coverstitch details throughout
Center front coil zipper with contrast teeth, semi-autolock slider and rubber pull
Lower pockets for flattering feminine fit
Lower pockets with invisible zippers
Active fit
Easy care",https://gear.nvidia.com/Flux-Bonded-Jacket-Womens-Light-Heather-P634.aspx,65,https://gear.nvidia.com/GetImage.ashx?Path=%7e%2fAssets%2fProductImages%2fNV00-0506-LGH_Full.jpg&maintainAspectRatio=true&width=800
Apparel,Womens,NIKE 2.0 POLO WOMEN'S,"100% polyester Dri-FIT fabric
Tailored for a feminine fit with a self-fabric collar
Open neckline and side vents
Rolled-forward shoulder seams
Open hem sleeves and open hem
Contrast Swoosh logo is embroidered on the left sleeve",https://gear.nvidia.com/Nike-20-Polo-Womens-P646.aspx,40,https://gear.nvidia.com/GetImage.ashx?Path=%7e%2fAssets%2fProductImages%2fNV00-0524-Group_Full.jpg&maintainAspectRatio=true&width=800
Apparel,Womens,COTTON TOUCH POLO WOMEN'S,"This polyester polo performs with the comfortable feel of cotton. Just right for the workday or after hours, this sophisticated style has subtle texture, manages moisture, keeps you fresher with odor-controlling technology and feels great against your skin. 

Product Details:

Made from 5.8 oz. 95/5 poly/spandex jersey
Self-fabric collar
Tag-free label
Y-neck placket",https://gear.nvidia.com/Cotton-Touch-Polo-Womens-P341.aspx,25,https://gear.nvidia.com/GetImage.ashx?Path=%7e%2fAssets%2fProductImages%2fNV00-0229-BLK_Full.jpg&maintainAspectRatio=true&width=800
Apparel,Womens,LONG SLEEVE PERFORMANCE SHIRT WOMEN'S,"This crew neck is the perfect shirt whether you are exercising or just lounging around. 

Product Details: 

Stretchy and comfortable 90% polyester 10% spandex fabric
Decorative and functional reflective patterns on front & back
Moisture wicking, UPF 30
Sleeve thumbholes",https://gear.nvidia.com/Long-Sleeve-Performance-Shirt-Womens-P372.aspx,35,https://gear.nvidia.com/GetImage.ashx?Path=%7e%2fAssets%2fProductImages%2fNV00-0219-HTG_Full_1.jpg&maintainAspectRatio=true&width=800
Apparel,Womens,I AM AI TEE WOMEN'S,"This short sleeve, ladies cut, super soft boyfriend crew will instantly be loved by all who wear it.

Product Details:

100% cotton jersey
Laundered for reduced shrinkage
Ladies' cut
Machine wash",https://gear.nvidia.com/I-Am-AI-Tee-Womens--P361.aspx,16,https://gear.nvidia.com/GetImage.ashx?Path=%7e%2fAssets%2fProductImages%2fNV00-0241-BLK_Full.jpg&maintainAspectRatio=true&width=800
Apparel,Womens,WOMEN'S POCKET LEGGINGS,"Beyond Yoga Pocket Leggings

Product Details:

Ultra-soft feel
4-way stretch to move with you
Moisture-wicking to keep dry
Easy care- wash + dry
Enjoy the sun with UV protection
87% Polyester, 13% LYCRA®",https://gear.nvidia.com/Womens-Pocket-Leggings--P603.aspx,99,https://gear.nvidia.com/GetImage.ashx?Path=%7e%2fAssets%2fProductImages%2fNV00-0487-BLK_Full.jpg&maintainAspectRatio=true&width=800